"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: MII MAP Dokument"
"mii-lm-dokument","mii-lm-dokument","","","",0,*,"","","","null {[]} {[]}
"mii-lm-dokument.Dokument.Dokumentenstatus","mii-lm-dokument.Dokument.Dokumentenstatus","","","",0,1,"","","","code {[]} {[]}
","Status des Dokuments","Status des zugrunde liegenden Dokuments (vorläufig, final, geändert oder irrtümlich eingegeben)","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumentenstatus",0,1,"","","DocumentReference.docStatus"
"mii-lm-dokument.Dokument.Dokumententyp","mii-lm-dokument.Dokument.Dokumententyp","","","",0,1,"","","","code {[]} {[]}
","Art des Dokuments","Art des Dokuments auf das verwiesen wird (z.B. Anamnese und Untersuchung, Entlassungsbericht, Verlaufsbericht)","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumententyp",0,1,"","","DocumentReference.type"
"mii-lm-dokument.Dokument.Dokumentenkategorie","mii-lm-dokument.Dokument.Dokumentenkategorie","","","",0,*,"","","","code {[]} {[]}
","Kategorien des Dokuments","Übergeordnete Kategorie des Dokuments auf das verwiesen wird (z.B. Arztberichte oder Arztdokumentation)","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumentenkategorie",0,*,"","","DocumentReference.category"
"mii-lm-dokument.Dokument.Patient","mii-lm-dokument.Dokument.Patient","","","",0,1,"","","","Identifier {[]} {[]}
","Verweis auf Patient","Patient auf den sich das verwiesene Dokument bezieht","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Patient",0,1,"","","DocumentReference.subject"
"mii-lm-dokument.Dokument.Beschreibung","mii-lm-dokument.Dokument.Beschreibung","","","",0,1,"","","","string {[]} {[]}
","Beschreibung des Dokuments","Menschenlesbare Beschreibung zum verwiesenen Dokuments","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Beschreibung",0,1,"","","DocumentReference.description"
"mii-lm-dokument.Dokument.Sicherheitsstufe","mii-lm-dokument.Dokument.Sicherheitsstufe","","","",0,*,"","","","code {[]} {[]}
","Vertraulichkeit des Dokuments","Grad der Vertraulichkeit/Sicherheit des verwiesenen Dokuments (z. B. uneingeschränkt, gering, mittel, normal oder eingeschränkt)","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Sicherheitsstufe",0,*,"","","DocumentReference.securityLabel"
"mii-lm-dokument.Dokument.Dokumentenbeziehung","mii-lm-dokument.Dokument.Dokumentenbeziehung","","","",0,*,"","","","BackboneElement {[]} {[]}
","Beziehung des Dokuments","Beziehungen des verwiesenen Dokuments zu anderen Dokumenten","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumentenbeziehung",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","DocumentReference.relatesTo"
"mii-lm-dokument.Dokument.Dokumentenbeziehung.id","mii-lm-dokument.Dokument.Dokumentenbeziehung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-dokument.Dokument.Dokumentenbeziehung.extension","mii-lm-dokument.Dokument.Dokumentenbeziehung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Dokumentenbeziehung.modifierExtension","mii-lm-dokument.Dokument.Dokumentenbeziehung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungstyp","mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungstyp","","","",1,1,"","","","code {[]} {[]}
","Art der Beziehung","Beziehung zu anderen Dokumenten","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungstyp",1,1,"","","DocumentReference.relatesTo.code"
"mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungsreferenz","mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungsreferenz","","","",1,1,"","","","Identifier {[]} {[]}
","Verweis auf Dokument","Ziel der Dokumentenbeziehung","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Dokumentenbeziehung.Beziehungsreferenz",1,1,"","","DocumentReference.relatesTo.target"
"mii-lm-dokument.Dokument.Anhang","mii-lm-dokument.Dokument.Anhang","","","",1,*,"","","","BackboneElement {[]} {[]}
","Inhalt des Dokuments","Dokument (Base64-kodierte Daten) oder Verweis (URL) mit relevanten Metadaten zum Anhang","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","DocumentReference.content"
"mii-lm-dokument.Dokument.Anhang.id","mii-lm-dokument.Dokument.Anhang.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-dokument.Dokument.Anhang.extension","mii-lm-dokument.Dokument.Anhang.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Anhang.modifierExtension","mii-lm-dokument.Dokument.Anhang.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Anhang.Sprache","mii-lm-dokument.Dokument.Anhang.Sprache","","","",0,1,"","","","code {[]} {[]}
","Verfassungssprache des Inhalts","Verwendete Sprache in dem Dokument","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang.Sprache",0,1,"","","DocumentReference.attachment.language"
"mii-lm-dokument.Dokument.Anhang.Erstellungsdatum","mii-lm-dokument.Dokument.Anhang.Erstellungsdatum","","","",0,1,"","","","dateTime {[]} {[]}
","Erstellungsdatum des Inhalts","Datum der Erstellung des Dokumentes","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang.Erstellungsdatum",0,1,"","","DocumentReference.attachment.creation"
"mii-lm-dokument.Dokument.Anhang.Daten","mii-lm-dokument.Dokument.Anhang.Daten","","","",0,1,"","","","base64Binary {[]} {[]}
","Binärdaten zum Inhalt","Dokument als Binärdaten","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang.Daten",0,1,"","","DocumentReference.attachment.data"
"mii-lm-dokument.Dokument.Anhang.DokumentenUrl","mii-lm-dokument.Dokument.Anhang.DokumentenUrl","","","",0,1,"","","","string {[]} {[]}
","URL zum Inhalt","Verweis auf den (lokalen) Ablageort des Dokuments","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang.DokumentenUrl",0,1,"","","DocumentReference.attachment.url"
"mii-lm-dokument.Dokument.Anhang.Dokumentenformat","mii-lm-dokument.Dokument.Anhang.Dokumentenformat","","","",0,1,"","","","code {[]} {[]}
","MIME-Typ zum Inhalt","MIME-Typ des Dokumenteninhalts","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Anhang.Dokumentenformat",0,1,"","","DocumentReference.attachment.contentType"
"mii-lm-dokument.Dokument.Kontext","mii-lm-dokument.Dokument.Kontext","","","",0,1,"","","","BackboneElement {[]} {[]}
","Erzeugungskontext des Dokuments","Klinischer Kontext, in welchem das Dokument erzeugt wurde","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","DocumentReference.context"
"mii-lm-dokument.Dokument.Kontext.id","mii-lm-dokument.Dokument.Kontext.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-dokument.Dokument.Kontext.extension","mii-lm-dokument.Dokument.Kontext.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Kontext.modifierExtension","mii-lm-dokument.Dokument.Kontext.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-dokument.Dokument.Kontext.Gesundheitseinrichtungskontakt","mii-lm-dokument.Dokument.Kontext.Gesundheitseinrichtungskontakt","","","",0,*,"","","","Identifier {[]} {[]}
","Verweis auf Einrichtungskontakt","Kontakt zur Gesundheitseinrichtung oder die Art der Versorgung, die mit dem Dokumenteninhalt assoziiert ist","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext.Gesundheitseinrichtungskontakt",0,*,"","","DocumentReference.context.encounter"
"mii-lm-dokument.Dokument.Kontext.Vorgang","mii-lm-dokument.Dokument.Kontext.Vorgang","","","",0,*,"","","","code {[]} {[]}
","Dokumentierter Vorgang","Handlungen oder Prozeduren, die im Kontext dokumentiert wurden","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext.Vorgang",0,*,"","","DocumentReference.context.event"
"mii-lm-dokument.Dokument.Kontext.Fachgebiet","mii-lm-dokument.Dokument.Kontext.Fachgebiet","","","",0,1,"","","","code {[]} {[]}
","Klinisches Fachgebiet zum Vorgang","Klinisches Fachgebiet, in dem Dokumenteninhalt erstellt wurde","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext.Fachgebiet",0,1,"","","DocumentReference.context.practiceSetting"
"mii-lm-dokument.Dokument.Kontext.Dokumentationszeitraum","mii-lm-dokument.Dokument.Kontext.Dokumentationszeitraum","","","",0,1,"","","","Period {[]} {[]}
","Durchführungszeitraum zum Vorgang","Zeitraum, in dem die in dem Dokument beschriebene Handlung oder Prozedur durchgeführt wurde","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext.Dokumentationszeitraum",0,1,"","","DocumentReference.context.period"
"mii-lm-dokument.Dokument.Kontext.Einrichtungsart","mii-lm-dokument.Dokument.Kontext.Einrichtungsart","","","",0,1,"","","","code {[]} {[]}
","Art der Einrichtung zum Vorgang","Art der Einrichtung, in der die Handlung oder Prozedur am Patienten erfolgte","","","","","","","","","",,,,,"",,,,"mii-lm-dokument.Dokument.Kontext.Einrichtungsart",0,1,"","","DocumentReference.context.facilityType"
